condition,drugName,rating,usefulCount
Rheumatoid Arthritis,Hydroxychloroquine,8,17
Panic Disorde,Ativan,10,92
Depression,Sertraline,10,31
"Constipation, Chronic",Linaclotide,9,26
Acne,Spironolactone,9,24
"Constipation, Chronic",Linaclotide,10,76
Depression,Duloxetine,1,21
Plaque Psoriasis,Apremilast,9,1
Birth Control,Nexplanon,10,9
Bipolar Disorde,Seroquel XR,10,35
Hepatitis C,Harvoni,10,33
Birth Control,Ethinyl estradiol / norgestimate,8,5
Migraine Prevention,Amitriptyline,3,7
Emergency Contraception,Levonorgestrel,10,11
Acne,Minocycline,9,13
Weight Loss,Contrave,8,14
ibromyalgia,Lyrica,1,28
Depression,Viibryd,1,43
Weight Loss,Belviq,10,61
Birth Control,Ethinyl estradiol / levonorgestrel,2,8
High Blood Pressure,Lisinopril,2,15
Migraine,Maxalt-MLT,10,7
Anxiety,Gabapentin,9,58
Arrhythmia,Norpace,8,15
Generalized Anxiety Disorde,Lyrica,10,161
mance Anxiety,Propranolol,10,12
Birth Control,Ortho Cyclen,9,8
Neuralgia,Nortriptyline,8,54
Head Lice,Sklice,5,13
Alcohol Withdrawal,Baclofen,8,74
Osteoarthritis,Naproxen,10,15
Weight Loss,Liraglutide,10,13
Depression,Escitalopram,7,10
Bladder Infection,Macrobid,3,29
Birth Control,Orsythia,2,7
Rosacea,Brimonidine,1,12
Birth Control,Gianvi,1,2
Vaginal Yeast Infection,Monistat 3-Day Combination Pack,1,6
Pain,Bextra,10,2
Non-Small Cell Lung Cance,Crizotinib,8,28
Endometriosis,Lupron Depot,10,9
Dermatitis,Clobetasol,10,10
"Crohn's Disease, Maintenance",Infliximab,4,8
Emergency Contraception,Plan B,10,26
Birth Control,TriNessa,8,19
Restless Legs Syndrome,Pramipexole,8,8
Acne,Adapalene / benzoyl peroxide,8,3
Depression,Bupropion,2,82
Vaginal Yeast Infection,Miconazole,1,2
Major Depressive Disorde,Bupropion,6,30
atigue,Methylphenidate,3,5
Hepatitis C,Zepatier,8,16
Vaginal Yeast Infection,Miconazole,1,112
Acne,Sulfamethoxazole / trimethoprim,10,17
"Hypogonadism, Male",Testosterone,1,5
Acne,Ethinyl estradiol / norethindrone,1,4
Bronchitis,Doxycycline,2,15
Acne,Isotretinoin,9,16
Urinary Tract Stones,Flomax,2,65
Constipation,Magnesium citrate,9,3
Birth Control,Nexplanon,10,5
Depression,Escitalopram,8,17
Birth Control,Yaz,1,14
Anxiety,Tramadol,10,90
Cough,Dextromethorphan,5,6
ADHD,Concerta,1,8
Deep Vein Thrombosis Prophylaxis after Hip Replacement Surgery,Warfarin,3,6
Underactive Thyroid,Levothyroxine,1,22
Depression,Sertraline,1,31
Ovarian Cysts,Ethinyl estradiol / norgestimate,1,1
Diverticulitis,Flagyl,8,49
Erectile Dysfunction,Vardenafil,9,40
Birth Control,Etonogestrel,9,2
Birth Control,Levonorgestrel,10,53
Schizophrenia,Thorazine,9,34
Cyclitis,Lotemax,10,1
Anxiety and Stress,Elavil,8,181
Depression,Fetzima,7,74
Bronchitis,Guaifenesin,2,20
Head Lice,Sklice,10,14
Hyperhidrosis,Aluminum chloride hexahydrate,9,11
Pain,Vicodin,3,10
Muscle Spasm,Cyclobenzaprine,9,22
Postmenopausal Symptoms,Estradiol,10,68
Birth Control,Mirena,3,14
Anxiety,Escitalopram,9,9
Sedation,Trazodone,10,90
Post Traumatic Stress Disorde,Aripiprazole,9,4
Depression,Zoloft,9,113
Anxiety,Xanax,10,29
Hepatitis C,Harvoni,10,34
Insomnia,Zolpidem,9,79
Nausea/Vomiting,Promethazine,10,33
Emergency Contraception,Plan B,9,6
Birth Control,NuvaRing,9,11
Panic Disorde,Alprazolam,10,53
Anesthesia,Propofol,10,7
Allergic Rhinitis,Zyrtec,2,17
Weight Loss,Contrave,7,20
Reversal of Opioid Sedation,Evzio,10,0
Opiate Dependence,Buprenorphine / naloxone,10,7
ibromyalgia,Amitriptyline,6,61
Pre-Exposure Prophylaxis,Emtricitabine / tenofovir,10,6
Obesity,Lorcaserin,10,105
Pain,Tramadol,6,6
Acne,Epiduo,9,3
Premenstrual Dysphoric Disorde,Fluoxetine,10,77
Birth Control,Etonogestrel,1,7
Multiple Sclerosis,Rebif Rebidose,9,2
Birth Control,Nexplanon,10,3
Birth Control,Ortho Tri-Cyclen,10,18
Depression,Citalopram,9,21
Birth Control,Gianvi,4,4
"Constipation, Drug Induced",Movantik,8,13
Generalized Anxiety Disorde,Venlafaxine,1,7
Birth Control,Ethinyl estradiol / norgestimate,2,23
Keratosis,Collagenase Santyl,7,8
Ovarian Cysts,Ethinyl estradiol / levonorgestrel,2,0
Bacterial Infection,Amoxicillin / clavulanate,1,5
ibromyalgia,Pregabalin,10,23
Birth Control,Mirena,10,8
High Blood Pressure,Lisinopril,6,131
Obesity,Phentermine / topiramate,10,51
Pneumonia,Doxycycline,5,16
Insomnia,Doxepin,10,47
Skin or Soft Tissue Infection,Amoxicillin / clavulanate,5,7
Depression,Citalopram,8,30
Depression,Desvenlafaxine,1,13
Abnormal Uterine Bleeding,Levora,10,4
Headache,Acetaminophen / butalbital / caffeine,9,10
Abnormal Uterine Bleeding,Levonorgestrel,6,0
Anxiety and Stress,Fluoxetine,9,88
Bowel Preparation,Suprep Bowel Prep Kit,9,34
Insomnia,Temazepam,10,13
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,1,1
Birth Control,Orsythia,1,9
Generalized Anxiety Disorde,Lexapro,10,126
ADHD,Vyvanse,10,43
Pain,Lidoderm,1,27
Multiple Sclerosis,Gilenya,8,60
Multiple Sclerosis,Fingolimod,10,113
Bowel Preparation,Suprep Bowel Prep Kit,4,6
Human Papilloma Virus,Aldara,7,14
Birth Control,Etonogestrel,3,2
Neuralgia,Methylprednisolone,9,12
Rosacea,Metronidazole,8,64
"Diabetes, Type 2",Victoza,8,11
Anxiety,Diazepam,10,61
Weight Loss,Phentermine,8,55
Hepatitis C,Sofosbuvir,9,9
Dysuria,Pyridium,8,4
Emergency Contraception,Levonorgestrel,10,23
Acne,Adapalene / benzoyl peroxide,8,11
Insomnia,Amitriptyline,10,27
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,10,22
Smoking Cessation,Chantix,9,8
Birth Control,Levonorgestrel,10,1
Epilepsy,Fycompa,10,21
Birth Control,Etonogestrel,5,3
Bipolar Disorde,Ziprasidone,1,11
Overactive Bladde,Oxybutynin,9,38
High Blood Pressure,Metoprolol,10,93
Birth Control,Nexplanon,4,3
Obesity,Topiramate,5,41
Birth Control,Levonorgestrel,10,1
Birth Control,Medroxyprogesterone,8,6
Migraine Prevention,Elavil,9,32
Generalized Anxiety Disorde,Sertraline,9,66
Allergic Rhinitis,Montelukast,10,62
Osteoporosis,Teriparatide,10,80
Depression,Pristiq,8,22
ibromyalgia,Escitalopram,7,12
HIV Infection,Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,8,28
Insomnia,Seroquel,9,34
Birth Control,Implanon,3,1
Acne,Minocycline,10,0
Iritis,Prednisolone,8,2
Not Listed / Othe,Penicillin v potassium,10,1
Birth Control,Ethinyl estradiol / norethindrone,2,20
Birth Control,Estarylla,8,0
Urinary Tract Infection,Ceftriaxone,10,18
Bipolar Disorde,Lamotrigine,10,17
Cluster Headaches,Sumatriptan,10,13
Birth Control,Ethinyl estradiol / levonorgestrel,8,7
Supraventricular Tachycardia,Flecainide,1,3
Hyperhidrosis,Aluminum chloride hexahydrate,10,13
Anxiety,Gabapentin,8,158
Upper Respiratory Tract Infection,Sulfamethoxazole / trimethoprim,1,41
Migraine Prevention,Topiramate,9,34
Anxiety,Gabapentin,9,111
Birth Control,Ethinyl estradiol / etonogestrel,6,10
Sinusitis,Levaquin,7,12
Anxiety,Alprazolam,10,41
Birth Control,Etonogestrel,4,3
"Deep Vein Thrombosis, First Event",Warfarin,10,67
Bacterial Infection,Clindamycin,6,33
Depression,Phenelzine,6,26
Birth Control,Nexplanon,10,14
,Ethinyl estradiol / norethindrone,9,12
Bipolar Disorde,Oxcarbazepine,10,137
Allergic Rhinitis,Zyrtec-D,10,22
Birth Control,Ethinyl estradiol / norethindrone,8,20
Depression,Aripiprazole,10,130
Opiate Dependence,Suboxone,10,37
Insomnia,Zolpidem,8,34
Birth Control,Mirena,1,13
Birth Control,Ethinyl estradiol / norethindrone,7,1
Anxiety,Mirtazapine,5,26
Birth Control,Implanon,7,30
Birth Control,Medroxyprogesterone,1,11
Birth Control,Levonorgestrel,8,4
Acne,Benzoyl peroxide / clindamycin,10,19
Anxiety,Hydroxyzine,1,30
Migraine Prevention,Topiramate,2,17
Birth Control,Nexplanon,4,8
Erectile Dysfunction,Cialis,10,16
"Diabetes, Type 2",Liraglutide,10,59
Pain,Anacin,10,7
Bladder Infection,Ciprofloxacin,4,22
Constipation,Dulcolax,1,13
Obesity,Liraglutide,1,15
"Crohn's Disease, Maintenance",Mesalamine,8,26
Weight Loss,Saxenda,10,3
Polycystic Ovary Syndrome,Falmina,8,0
ADHD,Lisdexamfetamine,1,19
Seizure Prevention,Topiramate,10,33
Schizoaffective Disorde,Aripiprazole,7,13
Acne,Doxycycline,3,7
Edema,Zaroxolyn,10,14
Depression,Pristiq,10,71
Osteoarthritis,Synvisc,10,23
Birth Control,Taytulla,4,1
Osteoporosis,Teriparatide,4,87
Seizure Prevention,Lamotrigine,9,5
Pain,Nucynta,10,26
Chronic Pain,Methadone,8,30
Birth Control,Levonorgestrel,5,7
Pain,Zohydro ER,10,28
Birth Control,Mononessa,10,10
Bipolar Disorde,Quetiapine,7,48
Psoriatic Arthritis,Apremilast,10,49
Breast Cance,Tamoxifen,1,42
Major Depressive Disorde,Paroxetine,10,18
GERD,Pantoprazole,3,23
GERD,Dexlansoprazole,4,26
Depression,Bupropion,8,82
"Diabetes, Type 2",Victoza,10,52
Acne,Doxycycline,7,0
Birth Control,Etonogestrel,1,5
mance Anxiety,Propranolol,9,25
Urinary Tract Infection,Macrobid,1,15
Emergency Contraception,Levonorgestrel,8,24
Birth Control,Ethinyl estradiol / etonogestrel,9,1
Birth Control,Levonorgestrel,8,5
"Diabetes, Type 1",Tresiba,7,3
Anxiety,Clonazepam,10,36
Psoriatic Arthritis,Apremilast,7,35
Psoriasis,Betamethasone / calcipotriene,10,0
Insomnia,Zolpidem,10,1
Herpes Simplex,Abreva,1,3
COPD,Anoro Ellipta,10,36
Rheumatoid Arthritis,Etanercept,10,0
Bipolar Disorde,Lamictal,7,39
Pain,Tylenol with Codeine #3,7,52
acial Wrinkles,Dermal filler,1,26
Migraine Prevention,Botox,1,33
Androgenetic Alopecia,Finasteride,10,32
GERD,Dexlansoprazole,9,42
Pain,Amitriptyline,9,164
Birth Control,Etonogestrel,10,9
Schizoaffective Disorde,Lamictal,10,13
Birth Control,Lo Loestrin Fe,9,19
Hypersomnia,Armodafinil,4,0
Birth Control,Ethinyl estradiol / etonogestrel,9,0
Bipolar Disorde,Lamictal,8,74
Vaginal Yeast Infection,Tioconazole,9,6
Tonsillitis/Pharyngitis,Clarithromycin,10,19
Pain,OxyContin,10,32
Birth Control,Ethinyl estradiol / norethindrone,6,7
Depression,Cymbalta,1,11
Muscle Spasm,Carisoprodol,10,86
Bipolar Disorde,Seroquel XR,6,7
Birth Control,Ocella,5,1
Obesity,Phentermine,10,8
"Diabetes, Type 2",GlipiZIDE XL,3,54
Birth Control,Ethinyl estradiol / norethindrone,1,2
Hot Flashes,Remeron,6,53
7</span> users found this comment helpful.,Linzess,10,7
ibromyalgia,Savella,3,35
Birth Control,Ethinyl estradiol / norethindrone,6,10
Depression,Mirtazapine,2,59
Opiate Dependence,Buprenorphine / naloxone,4,0
Anxiety,Alprazolam,8,13
Depression,Escitalopram,1,34
Birth Control,Depo-Provera,8,10
Constipation,MiraLax,7,24
Birth Control,Etonogestrel,2,7
Pain,Oxymorphone,8,26
Birth Control,Depo-Provera,8,4
Headache,Fioricet,10,18
Major Depressive Disorde,Vortioxetine,6,25
Atrial Fibrillation,Dronedarone,4,21
Chlamydia Infection,Azithromycin,10,1
Amenorrhea,Medroxyprogesterone,10,13
Rheumatoid Arthritis,Diclofenac / misoprostol,8,26
Birth Control,Nexplanon,10,2
Cold Sores,Acyclovir,10,5
Restless Legs Syndrome,Ropinirole,1,22
"Diabetes, Type 2",Dulaglutide,10,20
Major Depressive Disorde,Rexulti,2,42
Back Pain,Diclofenac,10,22
Insomnia,Lunesta,1,27
Birth Control,Nexplanon,10,10
Acne,Doxycycline,9,47
Birth Control,Skyla,9,2
"Nausea/Vomiting, Chemotherapy Induced",Dronabinol,10,50
Birth Control,NuvaRing,6,0
Birth Control,Ethinyl estradiol / norgestimate,6,1
Birth Control,Ethinyl estradiol / norgestimate,3,4
Mania,Depakote,6,15
Constipation,Bisacodyl,10,16
Pain,Tramadol,10,26
Birth Control,Ethinyl estradiol / norgestimate,3,4
Asperger Syndrome,Vyvanse,5,14
Major Depressive Disorde,Wellbutrin,9,45
"Asthma, Maintenance",ProAir RespiClick,1,4
Migraine Prevention,Propranolol,7,63
Bacterial Infection,Doxycycline,1,37
Schizoaffective Disorde,Ziprasidone,8,39
Birth Control,Skyla,7,1
Herpes Simplex,Abreva,8,7
Birth Control,Ethinyl estradiol / norethindrone,3,3
Anxiety and Stress,Prozac,2,27
Underactive Thyroid,Levothyroxine,5,20
Birth Control,Lo Loestrin Fe,2,0
Birth Control,Ethinyl estradiol / norgestimate,3,2
Birth Control,Ethinyl estradiol / norgestrel,5,0
Insomnia,Belsomra,1,19
Underactive Thyroid,Cytomel,1,37
Smoking Cessation,Chantix,9,14
Diagnosis and Investigation,Regadenoson,1,0
Indigestion,Omeprazole,5,13
Hepatitis C,Ledipasvir / sofosbuvir,10,68
Depression,Celexa,7,13
Allergic Rhinitis,Triamcinolone,8,12
HIV Infection,Atripla,9,15
Narcolepsy,Modafinil,9,2
Migraine,Zolmitriptan,10,2
Deep Vein Thrombosis,Lovenox,9,19
Bipolar Disorde,Divalproex sodium,8,18
Muscle Spasm,Cyclobenzaprine,9,36
Birth Control,Minastrin 24 Fe,8,8
Migraine,Maxalt,8,35
Migraine Prevention,Topiramate,5,21
Agitation,Loxapine,7,2
Depression,Tranylcypromine,10,29
Birth Control,Aviane,5,11
Vaginal Yeast Infection,Miconazole,1,7
Emergency Contraception,Plan B,8,9
Psoriasis,Flurandrenolide,10,5
Birth Control,Ethinyl estradiol / norethindrone,8,18
emale Infertility,Femara,10,75
Birth Control,Levonorgestrel,8,5
Benzodiazepine Withdrawal,Clonazepam,8,14
Raynaud's Syndrome,Nifedipine,8,3
Weight Loss,Qsymia,2,15
Seborrheic Dermatitis,Derma-Smoothe / FS (Scalp),10,9
Obesity,Contrave,7,23
Cough,Guaifenesin,9,2
Depression,Bupropion,10,5
Constipation,Fleet Enema,10,15
Depression,Fluoxetine,10,16
Abnormal Uterine Bleeding,Ethinyl estradiol / norethindrone,2,7
Abnormal Uterine Bleeding,Mirena,2,14
Smoking Cessation,Varenicline,10,20
Depression,Viibryd,8,34
High Cholesterol,Gemfibrozil,9,80
Migraine,Zolmitriptan,10,4
Birth Control,Copper,1,3
Birth Control,Nexplanon,2,3
High Blood Pressure,Atenolol,9,39
Birth Control,Lutera,1,5
ibromyalgia,Pregabalin,9,31
Emergency Contraception,Levonorgestrel,10,6
Major Depressive Disorde,Sertraline,10,7
Anxiety and Stress,Paxil,10,56
Osteoarthritis,Synvisc-One,9,40
Sinusitis,Sulfamethoxazole / trimethoprim,2,3
Osteoarthritis,Euflexxa,8,74
Hepatitis C,Epclusa,9,2
Pain,Buprenorphine,10,65
,Ethinyl estradiol / levonorgestrel,2,1
Alcohol Dependence,Naltrexone,10,38
ADHD,Pristiq,9,16
Postmenopausal Symptoms,Estradiol,1,5
Muscle Spasm,Cyclobenzaprine,7,12
Birth Control,Junel Fe 1 / 20,9,2
Weight Loss,Bupropion / naltrexone,10,40
Pain,Ultram,9,221
Obesity,Tenuate,9,105
Binge Eating Disorde,Lisdexamfetamine,9,68
Birth Control,ParaGard,10,13
Pain,Tramadol,10,21
Acne,Accutane,10,12
Depression,Wellbutrin,9,127
Obesity,Phentermine,10,10
"Asthma, Maintenance",Xolair,7,14
Seizures,Aptiom,9,14
Anxiety,Paroxetine,10,4
Atrophic Vaginitis,Vagifem,4,70
Headache,Fioricet,9,3
Birth Control,Ethinyl estradiol / levonorgestrel,2,1
ADHD,Wellbutrin XL,9,115
Birth Control,Tri-Sprintec,4,4
Birth Control,Implanon,10,14
Ulcerative Colitis,Prednisone,9,76
Bacterial Infection,Amoxicillin / clavulanate,1,12
Bipolar Disorde,Risperidone,10,16
"Ischemic Stroke, Prophylaxis",Aspirin / dipyridamole,10,45
Acne,Solodyn,6,22
Birth Control,Ethinyl estradiol / etonogestrel,10,11
Tonsillitis/Pharyngitis,Azithromycin,1,36
9</span> users found this comment helpful.,Flomax,10,9
High Blood Pressure,Tenormin,9,78
Obesity,Belviq,8,117
Obesity,Liraglutide,10,45
Pain,Nucynta,10,25
Abnormal Uterine Bleeding,Levonorgestrel,7,8
Birth Control,Levonorgestrel,7,0
Peripheral Neuropathy,Gabapentin,5,40
Birth Control,Etonogestrel,10,11
Psoriasis,Clobetasol,5,10
Bronchitis,Moxifloxacin,1,11
Birth Control,Medroxyprogesterone,9,16
Birth Control,Errin,2,7
Pain,Ultram,1,24
"Nausea/Vomiting, Chemotherapy Induced",Ondansetron,10,16
Chronic Pain,Oxycodone,9,15
Depression,Abilify,10,46
Schizophrenia,Invega Trinza,10,14
Urticaria,Clarinex,7,16
Birth Control,Beyaz,2,10
Constipation,Polyethylene glycol 3350,6,1
Bipolar Disorde,Lexapro,10,55
Emergency Contraception,My Way,9,6
Anxiety and Stress,Prozac,8,29
Herpes Simplex,Abreva,10,16
Barrett's Esophagus,Esomeprazole,9,44
Vaginal Yeast Infection,Tioconazole,3,10
Herpes Zoste,Valacyclovir,10,15
Skin or Soft Tissue Infection,Keflex,9,45
Pain,Ultram,2,21
,Emtricitabine / rilpivirine / tenofovir,8,9
Epilepsy,Keppra,10,53
Birth Control,Nexplanon,4,6
Vaginal Yeast Infection,Tioconazole,1,0
Bladder Infection,Cephalexin,10,83
Birth Control,Ortho Evra,9,11
Acne,Isotretinoin,7,3
Birth Control,Ethinyl estradiol / norgestimate,5,0
Weight Loss,Phentermine / topiramate,10,117
Birth Control,Implanon,1,3
Insomnia,Clonazepam,8,62
Birth Control,Implanon,9,0
Smoking Cessation,Chantix,10,19
Depression,Sertraline,10,84
Anxiety,Escitalopram,8,28
Birth Control,Ethinyl estradiol / levonorgestrel,3,11
Smoking Cessation,Chantix,10,13
Pain,Ketorolac,10,12
Birth Control,Yaz,2,6
Birth Control,Etonogestrel,4,6
Bipolar Disorde,Oxcarbazepine,1,3
Acne,Accutane,10,78
Cough,Cheratussin AC,10,27
Emergency Contraception,Levonorgestrel,10,4
Depression,Lexapro,10,62
Paget's Disease,Risedronate,10,34
High Blood Pressure,Hydrochlorothiazide / lisinopril,8,73
Birth Control,Ethinyl estradiol / etonogestrel,7,8
Urinary Incontinence,Tolterodine,3,14
Migraine Prevention,Divalproex sodium,6,31
Weight Loss,Belviq,10,19
Weight Loss,Phentermine,10,7
High Blood Pressure,Bystolic,10,30
Eye Redness,Systane,1,25
HIV Infection,Dolutegravir,9,5
Bipolar Disorde,Quetiapine,10,41
Benign Essential Trem,Propranolol,10,114
Birth Control,Levonorgestrel,10,0
Bipolar Disorde,Aripiprazole,8,70
Acne,Necon 7 / 7 / 7,10,9
Hyperhidrosis,Drysol,10,8
Hyperhidrosis,Aluminum chloride hexahydrate,7,11
Major Depressive Disorde,Desvenlafaxine,9,16
Vaginal Yeast Infection,Fluconazole,4,16
Rheumatoid Arthritis,Mobic,1,51
Osteoporosis,Denosumab,5,115
Osteoarthritis,Euflexxa,10,68
Birth Control,Nexplanon,8,11
Pain,Acetaminophen / codeine,10,51
Emergency Contraception,Levonorgestrel,9,4
Multiple Sclerosis,Natalizumab,8,51
Depression,Zoloft,8,117
Head Lice,Sklice,10,8
Polycystic Ovary Syndrome,Ethinyl estradiol / levonorgestrel,9,14
Birth Control,Ethinyl estradiol / norethindrone,2,7
Bowel Preparation,Polyethylene glycol 3350 with electrolytes,1,2
Depression,Escitalopram,8,11
Pain,Vicoprofen,10,41
Panic Disorde,Zoloft,10,78
Muscle Spasm,Methocarbamol,3,9
Anxiety,BuSpar,8,89
Allergies,Xyzal,6,17
Anxiety,Hydroxyzine,5,16
Restless Legs Syndrome,Mirapex,10,44
Bipolar Disorde,Depakote,7,50
Muscle Spasm,Carisoprodol,9,112
Vaginal Yeast Infection,Tioconazole,5,5
Tinea Pedis,Terbinafine,1,4
Trigeminal Neuralgia,Carbamazepine,8,39
Anxiety,Klonopin,10,124
Birth Control,Falmina,3,3
Birth Control,Norethindrone,2,4
Birth Control,Etonogestrel,10,6
Bacterial Vaginitis,Metronidazole,8,15
Depression,Pristiq,9,18
Skin and Structure Infection,Mupirocin,1,20
Bowel Preparation,GaviLyte-G,1,3
"Diabetes, Type 2",Sitagliptin,1,17
Postherpetic Neuralgia,Gabapentin,6,8
Birth Control,Nexplanon,10,2
Ulcerative Colitis,Remicade,2,3
Urinary Tract Infection,Ciprofloxacin,10,38
Tonsillitis/Pharyngitis,Azithromycin,10,6
Alcohol Withdrawal,Gabapentin,4,19
Vaginal Yeast Infection,Monistat 7-Day Combination Pack,8,0
Birth Control,Nexplanon,6,0
Narcolepsy,Armodafinil,9,28
Birth Control,Minastrin 24 Fe,8,20
Bacterial Infection,Metronidazole,10,5
Birth Control,Etonogestrel,4,2
Bladder Infection,Nitrofurantoin,5,21
Restless Legs Syndrome,Tramadol,10,33
GERD,Pantoprazole,10,12
Allergies,Hydroxyzine,10,24
Depression,Pristiq,1,35
Bowel Preparation,Magnesium sulfate / potassium sulfate / sodium sulfate,10,11
ibromyalgia,Venlafaxine,9,96
Depression,Abilify,9,80
Insomnia,Eszopiclone,10,28
Parkinson's Disease,Rotigotine,1,3
Acne,Yasmin,9,22
Anxiety,Lexapro,10,55
Nausea/Vomiting,Ondansetron,6,8
Atrial Fibrillation,Metoprolol,1,9
Birth Control,Ethinyl estradiol / levonorgestrel,5,0
Narcolepsy,Modafinil,7,48
Pain,Hydrocodone,5,38
Constipation,Bisacodyl,9,1
High Blood Pressure,Cartia XT,9,39
12</span> users found this comment helpful.,Jolessa,1,12
Insomnia,Temazepam,1,5
Birth Control,Lutera,6,9
Pain,Opana ER,10,43
Birth Control,Ethinyl estradiol / norgestimate,8,4
Obesity,Contrave,5,9
ADHD,Amphetamine / dextroamphetamine,7,11
Pain,Dilaudid,10,7
Smoking Cessation,Nicorette,1,17
Trigeminal Neuralgia,Carbamazepine,8,27
Anxiety,Escitalopram,7,50
Weight Loss,Phentermine,9,7
Extrapyramidal Reaction,Trihexyphenidyl,10,7
Polycystic Ovary Syndrome,Metformin,7,6
"Diabetes, Type 1",Tresiba,2,13
Birth Control,Nexplanon,2,5
Pain,Tapentadol,9,61
Pain,Acetaminophen / hydrocodone,9,3
Depression,Pristiq,5,6
Prevention of Bladder infection,Methenamine,9,120
Obesity,Contrave,10,133
Birth Control,Ethinyl estradiol / levonorgestrel,9,17
Birth Control,Mirena,8,7
"Diabetes, Type 2",Glimepiride,2,9
Hyperhidrosis,Aluminum chloride hexahydrate,10,3
Constipation,Dulcolax,1,49
Chronic Pain,Morphine,10,111
Birth Control,NuvaRing,8,7
1</span> users found this comment helpful.,Daytrana,9,1
Schizophrenia,Abilify,9,6
Emergency Contraception,Levonorgestrel,9,1
Overactive Bladde,Oxybutynin,5,41
ADHD,Dextroamphetamine,9,8
Alcohol Dependence,Naltrexone,10,110
High Cholesterol,Evolocumab,9,0
Birth Control,Levonorgestrel,7,2
Birth Control,Etonogestrel,2,6
Weight Loss,Lorcaserin,10,40
Depression,Sertraline,8,17
Ulcerative Colitis,Mesalamine,7,15
Migraine,Cyproheptadine,10,23
High Blood Pressure,Olmesartan,1,31
Birth Control,TriNessa,10,30
Acne,Dapsone,7,5
Depression,Bupropion,10,102
Head Lice,Ivermectin,10,12
Weight Loss,Belviq,1,18
Lyme Disease,Doxycycline,7,23
Schizophrenia,Ziprasidone,1,4
Acne,Epiduo,10,6
Diarrhea,Atropine / diphenoxylate,9,3
Abnormal Uterine Bleeding,Provera,10,57
Depression,Zoloft,10,64
